,brand,selling price,kilometer,Fuel Type,Transmission
526,2012 Hyundai i20 SPORTZ 1.2,₹3.12 Lakh,"38,105 km",Petrol,Manual
527,2019 Hyundai NEW SANTRO SPORTZ CNG,₹4.89 Lakh,"55,438 km",CNG,Manual
528,2017 Hyundai Creta SX PLUS AT 1.6 PETROL,₹9.28 Lakh,"1,00,505 km",Petrol,Automatic
529,2015 Maruti Wagon R 1.0 LXI CNG,₹3.64 Lakh,"37,064 km",CNG,Manual
530,2022 Maruti Dzire ZXI CNG,₹8.63 Lakh,"33,050 km",CNG,Manual
531,2016 Maruti Alto 800 LXI CNG,₹2.96 Lakh,"64,842 km",CNG,Manual
532,2017 Hyundai Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,₹4.13 Lakh,"75,841 km",Petrol,Manual
533,2019 Maruti Baleno ZETA CVT PETROL 1.2,₹7.15 Lakh,"9,431 km",Petrol,Automatic
534,2020 Renault Kwid RXT 1.0 AMT (O),₹4.84 Lakh,"26,105 km",Petrol,Automatic
535,2020 Ford FREESTYLE TITANIUM PLUS 1.5 DIESEL,₹6.86 Lakh,"39,998 km",Diesel,Manual
536,2022 Tata Tiago XM CNG,₹6.08 Lakh,"23,255 km",CNG,Manual
537,2013 Honda Brio S MT,₹2.63 Lakh,"91,080 km",Petrol,Manual
538,2014 Maruti Celerio VXI AMT,₹3.25 Lakh,"44,228 km",Petrol,Automatic
539,2016 Maruti Celerio VXI,₹3.54 Lakh,"61,274 km",Petrol,Manual
540,2012 Honda Brio S MT,₹2.71 Lakh,"31,399 km",Petrol,Manual
541,2015 Maruti Celerio VXI,₹3.48 Lakh,"51,010 km",Petrol,Manual
542,2015 Hyundai i10 SPORTZ 1.1,₹3.08 Lakh,"48,909 km",Petrol,Manual
543,2014 Maruti Celerio VXI CNG,₹3.75 Lakh,"74,902 km",CNG,Manual
544,2011 Hyundai i10 MAGNA 1.2,₹2.13 Lakh,"48,025 km",Petrol,Manual
545,2018 Toyota YARIS VX MT,₹7.91 Lakh,"30,443 km",Petrol,Manual
546,2017 Nissan Micra Active XV,₹3.73 Lakh,"61,446 km",CNG,Manual
547,2012 Maruti Wagon R 1.0 VXI,₹2.52 Lakh,"84,468 km",Petrol,Manual
548,2012 Hyundai i10 SPORTZ 1.2,₹2.60 Lakh,"52,416 km",Petrol,Manual
549,2019 Mahindra XUV300 W8 1.5 DIESEL,₹9.53 Lakh,"51,525 km",Diesel,Manual
550,2018 Hyundai Creta SX AT 1.6 PETROL,₹10.89 Lakh,"44,438 km",Petrol,Automatic
551,2016 Renault Kwid RXT 0.8 (O),₹3.04 Lakh,"24,146 km",Petrol,Manual
552,2018 Ford Ecosport TITANIUM + 1.5L PETROL AT,₹7.93 Lakh,"53,768 km",Petrol,Automatic
553,2013 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,₹3.70 Lakh,"56,680 km",Petrol,Manual
554,2013 Hyundai i10 ERA 1.1,₹2.19 Lakh,"38,912 km",Petrol,Manual
555,2017 Volkswagen Vento HIGHLINE 1.5 AT,₹6.17 Lakh,"1,12,599 km",Diesel,Automatic
556,2015 Maruti Wagon R 1.0 LXI CNG,₹3.64 Lakh,"70,456 km",CNG,Manual
557,2014 Maruti Wagon R 1.0 LXI CNG,₹3.12 Lakh,"82,526 km",CNG,Manual
558,2013 Nissan Micra XV CVT,₹3.07 Lakh,"93,487 km",CNG,Automatic
559,2022 Tata Tiago XZ PLUS CNG,₹6.70 Lakh,"42,625 km",CNG,Manual
560,2020 Skoda Rapid AMBITION TSI,₹8.05 Lakh,"22,978 km",Petrol,Manual
561,2022 Tata Tiago XZ PLUS CNG,₹7.59 Lakh,"6,461 km",CNG,Manual
562,2012 Honda Brio S MT,₹2.59 Lakh,"89,745 km",CNG,Manual
563,2017 Maruti Alto K10 VXI (O) AMT,₹3.39 Lakh,"32,040 km",Petrol,Automatic
564,2019 Tata NEXON XZA PLUS DIESEL,₹8.99 Lakh,"99,105 km",Diesel,Automatic
565,2011 Maruti Wagon R 1.0 VXI,₹2.20 Lakh,"41,074 km",Petrol,Manual
566,2019 Maruti S PRESSO VXI+,₹4.53 Lakh,"27,611 km",Petrol,Manual
567,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,₹4.33 Lakh,"24,104 km",Petrol,Manual
568,2016 Maruti Alto K10 VXI,₹3.17 Lakh,"58,710 km",Petrol,Manual
569,2020 Maruti Alto LXI OPT CNG,₹4.49 Lakh,"15,222 km",CNG,Manual
570,2015 Maruti Wagon R 1.0 LXI CNG,₹3.19 Lakh,"60,474 km",CNG,Manual
571,2016 Maruti Ertiga VXI,₹7.31 Lakh,"41,661 km",Petrol,Manual
572,2017 Hyundai Creta SX PLUS AT 1.6 PETROL,₹8.64 Lakh,"86,021 km",Petrol,Automatic
573,2021 Maruti Baleno ZETA CVT PETROL 1.2,₹8.48 Lakh,"10,412 km",Petrol,Automatic
574,2013 Volkswagen Polo COMFORTLINE 1.2L PETROL,₹3.67 Lakh,"61,568 km",Petrol,Manual
575,2020 Tata TIGOR XZA PLUS PETROL,₹7.24 Lakh,"10,957 km",Petrol,Automatic
576,2017 Maruti Baleno ALPHA PETROL 1.2,₹5.67 Lakh,"67,369 km",Petrol,Manual
577,2019 Jeep Compass LIMITED PLUS PETROL AT,₹15.31 Lakh,"51,488 km",Petrol,Automatic
578,2015 Honda Brio VX AT,₹4.47 Lakh,"27,861 km",Petrol,Automatic
579,2021 Maruti New Wagon-R ZXI 1.2 AMT,₹6.35 Lakh,"23,662 km",Petrol,Automatic
580,2021 Maruti S PRESSO VXI+,₹4.80 Lakh,"3,580 km",Petrol,Manual
581,2017 Toyota Corolla Altis VL CVT PETROL,₹11.48 Lakh,"61,520 km",Petrol,Automatic
582,2012 Honda City 1.5L I-VTEC V MT,₹4.08 Lakh,"48,209 km",CNG,Manual
583,2015 Maruti Wagon R 1.0 VXI,₹3.36 Lakh,"45,937 km",Petrol,Manual
584,2020 Tata ALTROZ XZ PETROL,₹7.68 Lakh,"8,223 km",Petrol,Manual
585,2019 Hyundai Elite i20 ASTA (O) CVT,₹7.07 Lakh,"56,590 km",Petrol,Automatic
586,2020 Volkswagen Vento HIGHLINE PLUS 1.0L TSI AT,₹9.27 Lakh,"89,509 km",Petrol,Automatic
587,2017 Maruti Wagon R 1.0 LXI CNG,₹4.34 Lakh,"21,482 km",CNG,Manual
588,2022 Maruti Ciaz ZETA AT 1.5  SHVS PETROL,₹10.69 Lakh,"7,016 km",Petrol,Automatic
589,2019 Hyundai GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,₹6.39 Lakh,"15,742 km",Petrol,Manual
590,2015 Honda Amaze 1.2L I-VTEC SX,₹4.32 Lakh,"36,483 km",Petrol,Manual
591,2014 Maruti Wagon R 1.0 LXI CNG,₹3.16 Lakh,"63,639 km",CNG,Manual
592,2012 Maruti Wagon R 1.0 VXI,₹2.63 Lakh,"35,556 km",Petrol,Manual
593,2020 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,₹6.16 Lakh,"67,171 km",Petrol,Automatic
594,2016 Hyundai Creta SX PLUS AT 1.6 PETROL,₹10.18 Lakh,"25,730 km",Petrol,Automatic
595,2017 Hyundai Creta SX PLUS AT 1.6 PETROL,₹10.11 Lakh,"57,677 km",Petrol,Automatic
596,2021 Maruti New Wagon-R LXI CNG 1.0,₹5.71 Lakh,"58,947 km",CNG,Manual
597,2013 Hyundai i20 SPORTZ 1.2,₹3.47 Lakh,"20,944 km",Petrol,Manual
598,2017 Maruti IGNIS SIGMA 1.2,₹4.81 Lakh,"27,267 km",Petrol,Manual
599,2021 Maruti New Wagon-R VXI (O) 1.2,₹5.96 Lakh,"19,471 km",Petrol,Manual
600,2014 Maruti Wagon R 1.0 LXI CNG,₹3.06 Lakh,"55,726 km",CNG,Manual
601,2018 Jeep Compass LONGITUDE 2.0 DIESEL,₹12.61 Lakh,"44,734 km",Diesel,Manual
602,2023 Renault Kwid CLIMBER AMT 1.0,₹6.10 Lakh,"4,634 km",Petrol,Automatic
603,2014 Maruti Wagon R 1.0 LXI CNG,₹3.20 Lakh,"58,461 km",CNG,Manual
604,2014 Volkswagen Polo HIGHLINE1.2L,₹4.34 Lakh,"55,019 km",Petrol,Manual
605,2015 Maruti Swift ZDI,₹5.56 Lakh,"1,08,230 km",Diesel,Manual
606,2016 Hyundai Elite i20 SPORTZ 1.2,₹4.95 Lakh,"73,116 km",Petrol,Manual
607,2021 Hyundai AURA S 1.2 CNG,₹8.09 Lakh,"25,396 km",CNG,Manual
608,2021 Maruti Celerio ZXI (O),₹5.86 Lakh,"22,897 km",Petrol,Manual
609,2019 Tata NEXON XZA PLUS DIESEL,₹9.16 Lakh,"51,506 km",Diesel,Automatic
610,2020 Tata Tiago XT PETROL,₹5.74 Lakh,"51,254 km",Petrol,Manual
611,2014 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,₹4.03 Lakh,"74,933 km",Petrol,Manual
612,2023 Tata TIGOR XZA PLUS PETROL,₹7.93 Lakh,"8,566 km",Petrol,Automatic
613,2019 Tata Tiago XZ PLUS DIESEL,₹5.47 Lakh,"64,420 km",Diesel,Manual
614,2016 Hyundai Grand i10 ASTA (O) AT 1.2 KAPPA VTVT,₹5.15 Lakh,"46,182 km",Petrol,Automatic
615,2017 Maruti S Cross ZETA 1.3,₹7.33 Lakh,"41,227 km",Diesel,Manual
616,2017 Hyundai Creta SX PLUS AT 1.6 PETROL,₹9.57 Lakh,"90,305 km",Petrol,Automatic
617,2018 Ford Ecosport TITANIUM + 1.5L PETROL AT,₹8.19 Lakh,"40,624 km",Petrol,Automatic
618,2016 Honda Amaze 1.2L I-VTEC E,₹4.10 Lakh,"37,143 km",Petrol,Manual
619,2014 Hyundai i10 SPORTZ 1.1,₹3.22 Lakh,"58,868 km",Petrol,Manual
620,2015 Maruti Celerio VXI CNG,₹4.51 Lakh,"52,868 km",CNG,Manual
621,2015 Honda City 1.5L I-VTEC VX CVT,₹6.17 Lakh,"68,912 km",Petrol,Automatic
622,2018 Tata TIGOR XZA PETROL,₹5.52 Lakh,"50,755 km",Petrol,Automatic
623,2020 Maruti New Wagon-R VXI 1.0 AMT,₹5.57 Lakh,"51,690 km",Petrol,Automatic
624,2019 Maruti New Wagon-R VXI (O) 1.2,₹5.61 Lakh,"33,625 km",Petrol,Manual
625,2022 Maruti Celerio ZXI,₹5.64 Lakh,"11,147 km",Petrol,Manual
626,2022 Maruti New Wagon-R VXI 1.0 AMT,₹6.72 Lakh,"18,757 km",Petrol,Automatic
627,2020 Maruti New Wagon-R LXI CNG 1.0,₹5.89 Lakh,"43,293 km",CNG,Manual
628,2022 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,₹7.40 Lakh,"28,071 km",CNG,Manual
629,2018 Hyundai NEW SANTRO MAGNA CNG,₹4.27 Lakh,"62,096 km",CNG,Manual
630,2022 Maruti IGNIS ZETA 1.2 AMT,₹6.99 Lakh,"22,649 km",Petrol,Automatic
631,2021 Maruti New Wagon-R LXI CNG 1.0,₹6.22 Lakh,"28,755 km",CNG,Manual
632,2019 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,₹7.01 Lakh,"17,166 km",Petrol,Automatic
633,2014 Hyundai Xcent S 1.2,₹4.16 Lakh,"39,788 km",Petrol,Manual
634,2019 Tata Tiago XZ PLUS PETROL,₹5.10 Lakh,"18,805 km",Petrol,Manual
635,2022 Mahindra SCORPIO-N Z8 L PETROL AT 7 STR,₹22.00 Lakh,"6,351 km",Petrol,Automatic
636,2014 Hyundai Elite i20 ASTA 1.2,₹4.15 Lakh,"45,471 km",Petrol,Manual
637,2018 Maruti Alto K10 VXI (O),₹3.14 Lakh,"35,741 km",Petrol,Manual
638,2015 Hyundai Elite i20 SPORTZ 1.2,₹4.51 Lakh,"52,810 km",Petrol,Manual
639,2016 Volkswagen Polo HIGHLINE1.5L,₹4.78 Lakh,"73,048 km",Diesel,Manual
640,2019 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,₹6.67 Lakh,"47,261 km",Petrol,Automatic
641,2012 Hyundai Verna FLUIDIC 1.6 CRDI SX AT,₹3.49 Lakh,"78,769 km",Diesel,Automatic
642,2021 Maruti Baleno DELTA PETROL 1.2,₹6.13 Lakh,"49,251 km",Petrol,Manual
643,2015 Maruti Celerio VXI,₹2.73 Lakh,"81,776 km",Petrol,Manual
644,2019 Skoda Rapid AMBITION 1.5 TDI,₹6.98 Lakh,"95,298 km",Diesel,Manual
645,2016 Hyundai Verna 1.6 CRDI SX,₹6.34 Lakh,"54,525 km",Diesel,Manual
646,2019 Hyundai VENUE SX 1.0 TURBO,₹8.62 Lakh,"10,499 km",Petrol,Manual
647,2016 Honda City 1.5L I-VTEC VX CVT,₹5.57 Lakh,"1,04,082 km",Petrol,Automatic
648,2015 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,₹3.77 Lakh,"65,093 km",Petrol,Manual
649,2012 Honda City 1.5L I-VTEC V AT SUNROOF,₹4.13 Lakh,"83,570 km",CNG,Automatic
650,2012 Maruti Swift VXI,₹2.76 Lakh,"1,24,132 km",Petrol,Manual
651,2017 Hyundai Elite i20 SPORTZ 1.2,₹4.97 Lakh,"57,043 km",Petrol,Manual
652,2016 Hyundai Verna 1.6 VTVT SX AT,₹5.93 Lakh,"24,599 km",Petrol,Automatic
653,2021 Honda Amaze 1.2L I-VTEC S,₹7.06 Lakh,"15,662 km",Petrol,Manual
654,2017 Maruti Celerio ZXI AMT,₹4.15 Lakh,"42,521 km",Petrol,Automatic
655,2020 Renault Kwid RXT 1.0 AMT (O),₹4.67 Lakh,"31,150 km",Petrol,Automatic
656,2016 Hyundai i10 MAGNA 1.1,₹3.53 Lakh,"11,238 km",Petrol,Manual
657,2022 Maruti New Wagon-R LXI CNG 1.0,₹6.36 Lakh,"8,325 km",CNG,Manual
658,2020 Maruti S Cross ALPHA 1.5 SMART HYBRID,₹9.61 Lakh,"52,521 km",Petrol,Manual
659,2016 Maruti Celerio VXI,₹3.38 Lakh,"82,563 km",Petrol,Manual
660,2014 Maruti Swift VXI,₹3.77 Lakh,"60,379 km",Petrol,Manual
661,2015 Honda City 1.5L I-VTEC VX CVT,₹5.74 Lakh,"44,474 km",Petrol,Automatic
662,2017 Maruti Alto K10 VXI (O) AMT,₹3.16 Lakh,"56,899 km",Petrol,Automatic
663,2017 Hyundai Verna 1.6 VTVT SX AT,₹6.97 Lakh,"23,581 km",Petrol,Automatic
664,2018 Toyota Corolla Altis VL CVT PETROL,₹11.11 Lakh,"77,261 km",Petrol,Automatic
665,2011 Hyundai i10 SPORTZ 1.2,₹2.23 Lakh,"32,590 km",Petrol,Manual
666,2022 Toyota Glanza G E-CNG,₹8.60 Lakh,"24,367 km",CNG,Manual
667,2021 Honda City 1.5L I-VTEC VX CVT,₹12.59 Lakh,"13,784 km",Petrol,Automatic
668,2014 Maruti Wagon R 1.0 LXI CNG SIGNATURE EDITION,₹3.38 Lakh,"48,467 km",CNG,Manual
669,2019 Hyundai Verna 1.6 VTVT SX O,₹9.52 Lakh,"20,433 km",Petrol,Manual
670,2020 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,₹7.43 Lakh,"51,924 km",Petrol,Manual
671,2013 Maruti Wagon R 1.0 LXI CNG,₹3.08 Lakh,"23,693 km",CNG,Manual
672,2018 Hyundai Creta SX 1.6 PETROL DUAL TONE,₹9.66 Lakh,"45,053 km",Petrol,Manual
673,2021 Maruti New Wagon-R LXI CNG 1.0,₹5.35 Lakh,"88,859 km",CNG,Manual
674,2020 Hyundai VENUE SX PLUS 1.0 TURBO DCT,₹9.59 Lakh,"28,532 km",Petrol,Automatic
675,2019 Maruti Alto VXI,₹3.43 Lakh,"6,343 km",Petrol,Manual
676,2018 Hyundai NEW SANTRO SPORTZ AMT,₹4.85 Lakh,"52,585 km",Petrol,Automatic
677,2022 Tata TIGOR XZ PLUS CNG,₹7.76 Lakh,"10,629 km",CNG,Manual
678,2016 Honda Jazz 1.2L I-VTEC V AT,₹5.44 Lakh,"37,892 km",Petrol,Automatic
679,2014 Hyundai Xcent SX 1.2 (O),₹4.23 Lakh,"18,316 km",Petrol,Manual
680,2017 Hyundai Creta SX PLUS AT 1.6 PETROL,₹9.17 Lakh,"68,229 km",Petrol,Automatic
681,2014 Maruti Celerio VXI AMT,₹3.72 Lakh,"35,792 km",Petrol,Automatic
682,2012 Maruti Swift VXI,₹3.32 Lakh,"45,286 km",Petrol,Manual
683,2020 Maruti S PRESSO VXI CNG,₹5.20 Lakh,"5,866 km",CNG,Manual
684,2018 Honda WR-V 1.2L I-VTEC VX MT,₹7.25 Lakh,"59,897 km",Petrol,Manual
685,2017 Maruti Baleno ZETA PETROL 1.2,₹5.47 Lakh,"57,576 km",Petrol,Manual
686,2011 Nissan Micra XV PETROL,₹1.56 Lakh,"72,534 km",Petrol,Manual
687,2014 Mahindra Thar CRDE 4X4 AC,₹4.83 Lakh,"27,874 km",Diesel,Manual
688,2017 Maruti Dzire ZXI AMT,₹5.48 Lakh,"34,963 km",Petrol,Automatic
689,2017 Hyundai Verna 1.6 VTVT SX (O) AT,₹8.14 Lakh,"43,605 km",Petrol,Automatic
690,2019 Maruti Swift VXI,₹5.77 Lakh,"52,797 km",Petrol,Manual
691,2015 Volkswagen Polo GT TSI AT,₹5.64 Lakh,"68,254 km",Petrol,Automatic
692,2012 Volkswagen Polo COMFORTLINE 1.2L PETROL,₹2.66 Lakh,"99,924 km",Petrol,Manual
693,2014 Hyundai Xcent SX 1.2,₹3.95 Lakh,"13,906 km",CNG,Manual
694,2015 Maruti Ertiga VXI CNG,₹6.70 Lakh,"65,415 km",CNG,Manual
695,2020 Maruti New Wagon-R LXI CNG 1.0,₹5.17 Lakh,"54,275 km",CNG,Manual
696,2017 Maruti Swift VXI,₹4.62 Lakh,"45,176 km",Petrol,Manual
697,2016 Hyundai Creta E PLUS 1.6 PETROL,₹7.56 Lakh,"20,123 km",Petrol,Manual
698,2017 Maruti Dzire VXI,₹4.91 Lakh,"86,634 km",Petrol,Manual
699,2014 Maruti Celerio VXI AMT,₹3.25 Lakh,"48,281 km",Petrol,Automatic
700,2017 Maruti Alto 800 LXI CNG,₹2.77 Lakh,"45,229 km",CNG,Manual
701,2019 Maruti New Wagon-R LXI CNG 1.0,₹5.46 Lakh,"68,320 km",CNG,Manual
702,2015 Renault Kwid RXL,₹2.43 Lakh,"62,919 km",Petrol,Manual
703,2014 Hyundai i20 SPORTZ 1.2,₹3.18 Lakh,"84,757 km",Petrol,Manual
704,2017 Hyundai i20 Active 1.2 S,₹5.10 Lakh,"67,083 km",Petrol,Manual
705,2014 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,₹2.80 Lakh,"70,288 km",Petrol,Manual
706,2017 Renault Kwid RXT 1.0 AMT (O),₹3.10 Lakh,"36,588 km",Petrol,Automatic
707,2019 Maruti New Wagon-R LXI CNG 1.0,₹4.86 Lakh,"62,402 km",CNG,Manual
708,2014 Maruti Ertiga VXI CNG,₹5.30 Lakh,"86,836 km",CNG,Manual
709,2010 Hyundai i20 SPORTZ (O) 1.2,₹2.29 Lakh,"67,278 km",Petrol,Manual
710,2016 Skoda Rapid AMBITION 1.6 MPI MT,₹4.71 Lakh,"20,804 km",Petrol,Manual
711,2021 Renault Kwid RXT 1.0 (O),₹4.16 Lakh,"27,960 km",Petrol,Manual
712,2012 Hyundai i20 SPORTZ 1.4 CRDI,₹3.09 Lakh,"1,21,540 km",Diesel,Manual
713,2022 Toyota URBAN CRUISER HYRYDER V AWD NEO DRIVE,₹15.68 Lakh,"11,072 km",Petrol,Manual
714,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,₹3.90 Lakh,"36,720 km",Petrol,Manual
715,2015 Volkswagen Polo HIGHLINE1.2L,₹4.27 Lakh,"17,296 km",Petrol,Manual
716,2018 Maruti Alto K10 VXI,₹3.35 Lakh,"10,668 km",Petrol,Manual
717,2022 Maruti XL6 ALPHA AT,₹13.03 Lakh,"13,885 km",Petrol,Automatic
718,2017 Maruti Wagon R 1.0 VXI + (O) AMT,₹4.00 Lakh,"22,338 km",Petrol,Automatic
719,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,₹4.88 Lakh,"23,976 km",Petrol,Manual
720,2019 Tata NEXON XMA PETROL,₹6.88 Lakh,"22,585 km",Petrol,Automatic
721,2019 Honda WR-V 1.2L I-VTEC VX MT,₹7.35 Lakh,"16,123 km",Petrol,Manual
722,2016 Renault Kwid RXT 1.0 (O),₹2.91 Lakh,"38,673 km",Petrol,Manual
723,2014 Nissan Micra XV CVT,₹3.13 Lakh,"35,409 km",Petrol,Automatic
724,2018 Maruti Baleno DELTA CVT PETROL 1.2,₹5.32 Lakh,"78,510 km",Petrol,Automatic
725,2018 Ford Ecosport TITANIUM + 1.5L DIESEL,₹7.17 Lakh,"73,486 km",Diesel,Manual
726,2018 Volkswagen Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY,₹7.83 Lakh,"24,196 km",Diesel,Automatic
727,2018 Datsun Redi Go T(O) 1.0 AMT,₹2.71 Lakh,"13,022 km",Petrol,Automatic
728,2018 Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,₹5.47 Lakh,"27,828 km",Petrol,Automatic
729,2012 Maruti Swift VDI,₹3.73 Lakh,"63,847 km",Diesel,Manual
730,2014 Hyundai Xcent S 1.2,₹3.33 Lakh,"85,884 km",Petrol,Manual
731,2014 Hyundai Xcent S (O) 1.2,₹3.37 Lakh,"87,990 km",Petrol,Manual
732,2016 Maruti Ciaz VXI+,₹5.51 Lakh,"33,926 km",Petrol,Manual
733,2016 Mahindra TUV300 T8 AMT,₹6.35 Lakh,"78,086 km",Diesel,Automatic
734,2016 Maruti Alto 800 LXI,₹2.23 Lakh,"27,010 km",Petrol,Manual
735,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,₹3.77 Lakh,"86,980 km",Petrol,Manual
736,2022 Hyundai VENUE SX 1.5 CRDI,₹10.45 Lakh,"34,263 km",Diesel,Manual
737,2018 Maruti Baleno DELTA CVT PETROL 1.2,₹5.78 Lakh,"38,360 km",Petrol,Automatic
738,2021 Hyundai GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,₹6.99 Lakh,"17,530 km",Petrol,Automatic
739,2015 Maruti Wagon R 1.0 VXI,₹3.43 Lakh,"4,751 km",Petrol,Manual
740,2018 Maruti Wagon R 1.0 LXI CNG,₹3.89 Lakh,"65,152 km",CNG,Manual
741,2019 Maruti S Cross DELTA 1.3,₹7.42 Lakh,"50,951 km",Diesel,Manual
742,2015 Hyundai Elite i20 SPORTZ 1.2,₹4.50 Lakh,"38,724 km",Petrol,Manual
743,2018 Hyundai Elite i20 ASTA 1.2  CVT,₹6.33 Lakh,"68,871 km",Petrol,Automatic
744,2018 Ford FREESTYLE TREND 1.2 PETROL,₹5.03 Lakh,"33,203 km",Petrol,Manual
745,2022 Tata Safari XZA PLUS 6S ADVENTURE,₹20.75 Lakh,"21,483 km",Diesel,Automatic
746,2017 Ford Ecosport TITANIUM + 1.5L PETROL AT,₹6.68 Lakh,"41,454 km",Petrol,Automatic
747,2018 Datsun Redi Go T(O) 1.0 AMT,₹2.77 Lakh,"58,078 km",Petrol,Automatic
748,2019 Tata NEXON XM PETROL,₹7.14 Lakh,"51,862 km",Petrol,Manual
749,2017 Honda City 1.5L I-VTEC ZX CVT,₹7.66 Lakh,"56,173 km",Petrol,Automatic
750,2017 Hyundai Creta SX PLUS 1.6 PETROL SPECIAL EDITION,₹8.67 Lakh,"19,663 km",Petrol,Manual
751,2011 Hyundai i20 MAGNA (O) 1.2,₹2.34 Lakh,"65,702 km",Petrol,Manual
752,2021 Tata TIGOR XZA PLUS PETROL,₹7.00 Lakh,"21,815 km",Petrol,Automatic
753,2020 Hyundai VENUE SX PLUS 1.0 TURBO DCT,₹9.23 Lakh,"84,438 km",Petrol,Automatic
754,2014 Maruti Wagon R 1.0 LXI CNG,₹3.00 Lakh,"86,447 km",CNG,Manual
755,2018 Honda City 1.5L I-VTEC ZX CVT,₹8.71 Lakh,"48,694 km",Petrol,Automatic
756,2018 Maruti Baleno ZETA PETROL 1.2,₹5.91 Lakh,"34,377 km",Petrol,Manual
757,2018 Maruti Baleno DELTA CVT PETROL 1.2,₹6.04 Lakh,"47,293 km",Petrol,Automatic
758,2012 Maruti Swift VXI,₹3.55 Lakh,"51,886 km",Petrol,Manual
759,2021 Hyundai AURA S 1.2 CNG,₹7.94 Lakh,"19,999 km",CNG,Manual
760,2022 Tata Tiago XT CNG,₹6.82 Lakh,"15,582 km",CNG,Manual
761,2018 Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,₹5.67 Lakh,"41,198 km",Petrol,Automatic
762,2014 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,₹3.81 Lakh,"45,261 km",Petrol,Manual
763,2019 Maruti Baleno DELTA CVT PETROL 1.2,₹6.89 Lakh,"44,779 km",Petrol,Automatic
764,2019 Maruti Dzire VXI AMT,₹5.81 Lakh,"59,125 km",Petrol,Automatic
765,2019 MG HECTOR SHARP 1.5 DCT PETROL,₹13.94 Lakh,"36,844 km",Petrol,Automatic
766,2017 Volkswagen Ameo COMFORTLINE 1.2L,₹4.33 Lakh,"34,510 km",Petrol,Manual
767,2016 Renault Kwid RXT 0.8,₹2.60 Lakh,"28,081 km",Petrol,Manual
768,2019 Volkswagen Polo HIGHLINE PLUS 1.0,₹6.49 Lakh,"39,414 km",Petrol,Manual
769,2016 Maruti Ertiga VDI SHVS,₹7.52 Lakh,"74,693 km",Diesel,Manual
770,2011 Hyundai i20 MAGNA (O) 1.2,₹2.18 Lakh,"42,009 km",Petrol,Manual
771,2016 Hyundai Creta SX PLUS AT 1.6 DIESEL,₹8.82 Lakh,"91,828 km",Diesel,Automatic
772,2021 Maruti Celerio VXI (O) CNG,₹5.03 Lakh,"58,709 km",CNG,Manual
773,2017 Hyundai Creta SX PLUS 1.6 DIESEL,₹9.21 Lakh,"42,819 km",Diesel,Manual
774,2016 Maruti Baleno ZETA CVT PETROL 1.2,₹5.44 Lakh,"33,818 km",Petrol,Automatic
775,2019 Tata Tiago XZA PLUS PETROL,₹5.73 Lakh,"42,876 km",Petrol,Automatic
776,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,₹4.39 Lakh,"13,996 km",Petrol,Manual
